chr	start	end	body_CpG_count	up_CpG_count	down_CpG_count	body_meth	up_meth	down_meth
chr20	63028906	63029029	15	66	58	77.8	82.3	54.5
chr20	63093345	63094242	29	66	56	72.3	82.9	76.4
chr20	63134611	63134946	8	53	57	94.5	61.3	77.6
chr20	63134718	63134876	5	63	49	94.7	97.5	92.0
chr20	63636171	63636675	15	77	67	93.0	86.3	96.0
chr20	63670100	63670441	17	110	92	97.3	82.9	88.4
chr20	63770937	63771013	8	96	51	91.4	98.5	84.3
chr20	63777047	63777136	10	12	72	97.5	40.3	98.2
chr20	63964828	63965923	41	17	14	98.9	53.9	62.9
chr21	5253165	5288689	250	16	11	49.5	52.2	50.6
chr21	5301088	5301433	24	11	17	76.8	33.0	51.3
chr21	5307342	5308196	6	15	11	17.7	49.9	45.4
chr21	5320029	5322207	11	17	21	58.6	46.4	69.2
chr21	7238380	7239063	7	20	18	24.4	82.3	61.9
chr21	7239817	7240491	7	21	12	75.7	36.3	61.2
chr21	7631070	7632594	11	20	18	45.5	35.0	40.9
chr21	8015561	8017769	14	20	23	43.0	37.5	43.0
chr21	8019476	8024063	24	261	13	43.6	59.8	37.9
chr21	8019693	8022072	10	15	92	47.8	41.7	83.8
chr21	8447046	8448509	131	9	7	64.2	51.3	21.6
chr21	8995509	8996666	20	21	12	48.9	71.3	38.1
chr21	9002886	9003209	24	27	24	84.7	63.7	49.7
chr21	9614314	9614396	6	105	146	91.0	81.2	86.0
chr21	9705097	9705240	14	7	102	86.5	41.9	75.7
chr21	9836094	9837493	82	6	9	78.8	17.5	29.3
chr21	9997166	9997484	22	10	6	73.3	39.9	16.1
chr21	10009886	10010215	26	42	8	79.7	58.0	30.5
chr21	10014850	10015013	6	39	59	74.7	61.8	72.1
chr21	10378188	10379229	10	11	24	49.1	37.8	50.8
chr21	10404030	10415673	195	29	33	72.2	39.3	68.0
chr21	10419898	10422650	44	16	34	53.5	41.6	50.4
chr21	10664245	10664837	8	16	20	44.8	70.4	39.2
chr21	10769164	10770076	15	27	87	57.9	79.4	92.8
chr21	13934784	13934972	7	10	3	89.9	54.5	65.4
chr21	14088467	14089535	9	15	27	99.7	64.8	38.7
chr21	15216058	15219131	82	11	6	85.9	43.9	61.0
chr21	17954283	17956791	5	14	15	32.8	54.0	42.0
chr21	23002473	23003086	5	14	32	43.9	57.1	77.2
chr21	23369910	23370223	25	8	30	92.7	84.3	82.5
chr21	23456626	23456944	22	13	15	95.0	82.0	89.0
chr21	24972164	24973448	9	16	10	97.7	93.3	59.5
chr21	28891211	28891759	26	9	28	86.4	70.3	84.5
chr21	29179903	29180256	6	39	18	99.1	75.0	55.5
chr21	29229495	29229834	24	29	45	99.9	75.1	84.2
chr21	32477718	32477817	10	24	31	81.3	78.2	86.0
chr21	35897875	35898001	9	16	42	96.3	37.5	67.6
chr21	37589398	37589679	16	25	12	92.9	62.9	40.3
chr21	40214938	40215262	22	35	15	86.7	60.2	63.2
chr21	40585321	40585439	7	45	26	93.2	78.0	61.0
chr21	41540011	41540459	7	49	43	72.6	89.4	65.1
chr21	41689257	41689312	5	78	88	87.7	87.4	98.0
chr21	41814173	41814498	12	179	101	93.3	94.9	76.3
chr21	42587706	42589541	167	175	64	95.1	95.4	63.9
chr21	42589890	42590144	22	62	54	97.7	97.9	57.8
chr21	42590247	42590297	5	97	145	97.3	98.5	99.1
chr21	42848459	42848524	8	12	99	99.2	63.6	98.0
chr21	42848738	42848896	23	42	19	99.2	65.9	58.9
chr21	43550483	43553418	37	69	59	63.5	96.1	84.0
chr21	44215464	44215568	9	82	56	4.7	95.2	97.8
chr21	44973435	44973606	5	83	75	82.8	66.1	94.2
chr21	44982137	44982362	8	64	78	97.2	68.5	78.9
chr21	45365241	45365304	6	70	105	96.6	71.4	83.6
chr21	45380252	45380393	20	74	41	98.1	75.2	56.4
chr21	45393762	45393868	6	23	90	90.4	79.3	84.7
chr21	45442599	45442709	8	92	39	98.5	84.6	75.6
chr21	45501786	45502045	7	57	82	99.5	80.1	78.1
chr21	45990026	45990093	6	78	45	92.8	86.8	68.0
chr21	46010668	46010907	16	104	100	71.5	90.7	91.1
chr21	46033826	46033924	8	78	92	96.3	93.8	80.5
chr21	46034465	46035024	31	18	59	96.0	98.0	9.0
chr21	46183533	46183847	7	52	15	0.0	93.8	95.3
chr21	46237437	46238758	15	108	101	98.7	99.1	96.0
chr21	46292934	46293081	8	120	49	99.0	99.1	76.6
chr21	46294259	46294349	5	34	104	99.1	97.0	37.9
chr21	46294548	46295864	25	62	63	72.2	77.7	98.3
chr21	46302707	46302788	12	29	80	100.0	45.0	79.5
chr22	10699252	10699334	13	49	51	83.8	46.9	51.4
chr22	10717716	10722263	104	34	30	47.8	57.4	37.0
chr22	10728186	10729365	30	67	61	43.1	74.3	74.2
chr22	11031170	11032158	12	20	9	47.3	54.3	29.4
chr22	11058536	11060342	15	23	13	66.0	44.9	51.6
chr22	11588146	11588323	11	8	14	83.5	38.9	25.8
chr22	11688365	11688940	8	17	17	51.3	50.9	55.1
chr22	12328827	12331038	15	20	11	61.3	54.5	42.5
chr22	12370301	12370810	7	22	7	64.1	61.7	25.8
chr22	12533693	12535904	17	35	22	64.2	63.4	59.4
chr22	15943186	15945915	26	12	23	60.4	41.3	60.4
chr22	15986147	15987510	12	40	11	55.1	94.5	40.3
chr22	16164937	16165278	25	45	46	77.7	94.8	97.0
chr22	17136069	17136382	10	71	41	93.1	97.9	97.0
chr22	17136225	17136538	11	23	68	93.5	85.5	99.5
chr22	17147044	17147228	18	39	28	99.7	42.4	86.9
chr22	17289460	17298216	100	106	47	75.5	95.7	88.4
chr22	17801130	17801451	25	136	65	2.2	96.3	87.0
chr22	18370084	18370267	11	20	38	94.5	42.8	71.5
chr22	18370502	18370555	9	181	14	97.8	92.7	50.4
chr22	18900013	18900952	53	310	314	90.3	97.0	96.0
chr22	20355502	20359621	632	309	204	96.8	96.9	96.5
chr22	20360187	20360915	111	18	232	97.2	65.4	96.4
chr22	20360685	20360737	7	133	31	96.4	92.5	78.2
chr22	20596335	20599551	72	57	95	86.6	85.7	94.0
chr22	21184142	21184195	8	28	38	95.0	81.2	87.8
chr22	21715659	21715840	5	16	20	66.6	87.6	37.3
chr22	23136241	23137371	7	17	20	39.6	98.8	91.9
chr22	23683430	23685350	26	18	78	95.0	50.2	98.8
chr22	24316820	24317522	53	15	9	98.7	93.0	33.7
chr22	27027690	27027811	5	18	43	73.3	96.8	91.7
chr22	28781333	28781649	23	16	20	99.5	64.6	73.6
chr22	29237097	29239400	25	32	58	89.9	91.4	89.2
chr22	31023929	31024863	13	30	21	69.6	78.3	94.5
chr22	33384461	33387339	36	50	26	96.0	56.2	73.8
chr22	35737460	35738225	9	23	35	57.9	71.6	70.7
chr22	39073281	39073590	7	47	30	0.3	95.6	30.7
chr22	40398219	40399237	13	64	54	53.6	67.4	98.6
chr22	42634685	42634863	6	88	84	99.2	40.9	59.7
chr22	43834334	43834837	51	119	78	13.1	44.5	57.3
chr22	43834621	43834899	23	133	57	45.8	43.3	60.4
chr22	43835006	43835089	12	60	41	24.5	80.7	47.7
chr22	43836160	43836368	6	33	50	53.6	75.0	70.7
chr22	44800945	44801102	10	72	22	96.1	77.0	60.4
chr22	45479139	45479468	23	61	38	90.6	62.8	62.7
chr22	45587276	45587389	6	40	45	77.5	76.9	57.0
chr22	45953132	45953250	9	61	44	4.4	77.8	78.2
chr22	46095542	46095860	8	78	79	52.0	81.8	76.6
chr22	46621541	46621684	6	48	51	98.8	80.2	81.7
chr22	46631422	46631764	21	52	60	92.8	81.1	94.5
chr22	47162615	47162688	5	69	99	100.0	89.8	95.8
chr22	47211109	47211264	7	45	84	91.4	58.4	86.0
chr22	47211926	47212305	18	50	24	96.4	63.5	58.4
chr22	47300713	47301108	7	60	39	38.5	76.2	62.7
chr22	47405573	47405813	6	39	56	34.2	60.5	74.1
chr22	48667774	48668552	40	29	47	92.3	45.1	62.6
chr22	48851373	48851512	5	13	40	93.9	37.6	43.4
chr22	48959929	48960120	7	37	64	61.6	70.1	67.0
chr22	49319853	49321517	29	39	33	69.7	40.3	56.3
chr22	49384485	49386012	22	62	64	64.9	72.2	66.5
chr22	49433328	49433572	9	81	63	73.4	99.2	64.9
chr22	50147197	50147484	8	56	93	93.9	94.2	95.4
chr22	50433239	50433610	16	63	93	99.0	88.0	96.6
chr22	50504096	50504230	6	36	35	67.0	89.9	81.7
chr22	50680210	50680471	5	35	40	88.8	81.8	82.9
chr22	50681467	50682168	13	37		80.7	79.8	0.0
chr22	50682397	50682659	5			94.6	0.0	0.0
